"desc","zip","title"
"BRADFIELD RD & SUSQUEHANNA RD; ABINGTON; 2020-01-01 @ 00:04:06",19001,"Fire: FIRE ALARM"
"DOCK DR & DETWILER RD; TOWAMENCIN; 2020-01-04 @ 09:09:34",19446,"Fire: FIRE ALARM"
"BETHLEHEM PIKE & TENNIS AVE;  AMBLER; 2020-01-04 @ 09:11:14",19002,"EMS: ALTERED MENTAL STATUS"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-04 @ 09:12:53",19403,"EMS: UNCONSCIOUS SUBJECT"
"PAPER MILL RD & BERGAN RD; SPRINGFIELD; 2020-01-04 @ 09:20:36",19075,"Traffic: DISABLED VEHICLE"
"BROAD ST & COLUMBIA AVE;  HATFIELD BORO; 2020-01-04 @ 09:32:51",NA,"EMS: CARDIAC EMERGENCY"
"LENAPE LN & FOX HOUND DR;  WHITEMARSH; 2020-01-04 @ 09:43:56",19444,"EMS: SYNCOPAL EPISODE"
"BELL RUN BLVD & WELSH RD; MONTGOMERY; 2020-01-04 @ 09:42:39",19454,"Traffic: DISABLED VEHICLE"
"MAIN ST & NOBLE ST; NORRISTOWN; 2020-01-04 @ 09:46:19",19401,"Fire: GASODOR/LEAK"
"LIBERTY BELL DR & DEAD END;  NEW HANOVER; 2020-01-04 @ 09:49:27",19525,"EMS: CVA/STROKE"
"LOCUST ST & DOGWOOD DR;  NORRISTOWN; 2020-01-04 @ 09:54:23",19401,"EMS: CARDIAC EMERGENCY"
"MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; 2020-01-04 @ 09:51:38",19438,"EMS: CVA/STROKE"
"BRIDGE ST & GODSHALL RD;  PERKIOMEN; 2020-01-04 @ 09:56:39",19426,"EMS: ABDOMINAL PAINS"
"POWELL ST & E WOOD ST;  NORRISTOWN; 2020-01-04 @ 09:59:21",19401,"EMS: HEMORRHAGING"
"MARQUIS LN & BURNETT RD;  LOWER MORELAND; 2020-01-04 @ 10:05:24",19006,"EMS: SYNCOPAL EPISODE"
"OLD WELSH RD & RESERVOIR AVE; ABINGTON; 2020-01-04 @ 10:05:45",19090,"Traffic: ROAD OBSTRUCTION"
"W DEKALB PIKE & N HENDERSON RD; UPPER MERION; 2020-01-04 @ 10:05:13",19406,"Traffic: VEHICLE ACCIDENT"
"GERMANTOWN PIKE & BRIDLE PATH RD;  EAST NORRITON; 2020-01-04 @ 10:09:00",19403,"EMS: OVERDOSE"
"HIGH ST & RAMP RT100 NB TO W HIGH ST; POTTSTOWN; 2020-01-04 @ 10:08:31",19464,"Traffic: VEHICLE ACCIDENT"
"WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; 2020-01-04 @ 10:13:29",19031,"EMS: ALTERED MENTAL STATUS"
"BETHLEHEM PIKE & YEAKEL AVE;  SPRINGFIELD; 2020-01-04 @ 10:17:43",19038,"EMS: CARDIAC ARREST"
"CHELTENHAM AVE & 79TH AVE;  CHELTENHAM; 2020-01-04 @ 10:25:47",19150,"EMS: MEDICAL ALERT ALARM"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-04 @ 10:26:16",19403,"EMS: SUBJECT IN PAIN"
"ST ANDREWS RD & RAFFLES LN; LOWER MERION; 2020-01-04 @ 10:38:29",19010,"Fire: FIRE ALARM"
"GERMANTOWN PIKE & HALLOWELL RD;  PLYMOUTH; 2020-01-04 @ 10:45:45",19462,"EMS: ALTERED MENTAL STATUS"
"MYRTLE AVE & DEAD END;  CHELTENHAM; 2020-01-04 @ 10:43:27",NA,"EMS: ALTERED MENTAL STATUS"
"HENDERSON RD & SAULIN BLVD;  UPPER MERION; 2020-01-04 @ 10:50:40",19406,"EMS: VEHICLE ACCIDENT"
"MAIN ST & S BROAD ST; LANSDALE; 2020-01-04 @ 10:46:23",19446,"Fire: TRASH/DUMPSTER FIRE"
"HENDERSON RD & SAULIN BLVD; UPPER MERION; 2020-01-04 @ 10:50:32",19406,"Fire: VEHICLE ACCIDENT"
"HENDERSON RD & SAULIN BLVD; UPPER MERION; 2020-01-04 @ 10:50:42",19406,"Traffic: VEHICLE ACCIDENT"
"MARSHALL ST & N MONTGOMERY AVE;  WEST NORRITON; 2020-01-04 @ 10:55:17",19403,"EMS: UNCONSCIOUS SUBJECT"
"RAMP I476 SB TO RIDGE PIKE & BLUEROUTE SB; PLYMOUTH; 2020-01-04 @ 10:56:01",NA,"Traffic: VEHICLE ACCIDENT"
"SYDBURY LN & LLANFAIR RD; LOWER MERION; 2020-01-04 @ 10:59:39",19096,"Fire: FIRE ALARM"
"GEORGE ST & HAWS ALY;  NORRISTOWN; 2020-01-04 @ 11:03:07",19401,"EMS: HEMORRHAGING"
"RT202 PKWY;  MONTGOMERY; 2020-01-04 @ 11:05:09",NA,"EMS: VEHICLE ACCIDENT"
"RT202 PKWY & WELSH RD; MONTGOMERY; 2020-01-04 @ 11:05:07",NA,"Traffic: VEHICLE ACCIDENT"
"RT202 PKWY & WELSH RD; MONTGOMERY; 2020-01-04 @ 11:06:33",NA,"Traffic: VEHICLE ACCIDENT"
"LIGHTCAP RD & SANATOGA SPRINGS DR; LIMERICK; 2020-01-04 @ 11:18:17",19468,"Traffic: VEHICLE ACCIDENT"
"BETHLEHEM PIKE;  SPRINGFIELD; 2020-01-04 @ 11:23:25",NA,"EMS: VEHICLE ACCIDENT"
"BETHLEHEM PIKE & E MILL RD; SPRINGFIELD; 2020-01-04 @ 11:24:12",19031,"Traffic: VEHICLE ACCIDENT"
"E MILL RD & BETHLEHEM PIKE; SPRINGFIELD; 2020-01-04 @ 11:23:07",19031,"Traffic: VEHICLE ACCIDENT"
"MAIN ST & 2ND AVE; COLLEGEVILLE; 2020-01-04 @ 11:21:43",19426,"Traffic: VEHICLE ACCIDENT"
"MAIN ST & 2ND AVE; COLLEGEVILLE; 2020-01-04 @ 11:30:13",19426,"Fire: VEHICLE ACCIDENT"
"NEW HANOVER SQUARE RD AND BURTON DR;  NEW HANOVER; 2020-01-04 @ 11:26:10",19525,"EMS: DEHYDRATION"
"BETHLEHEM PIKE & E MILL RD; SPRINGFIELD; 2020-01-04 @ 11:36:44",19031,"Traffic: VEHICLE ACCIDENT"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-04 @ 11:39:57",19403,"EMS: RESPIRATORY EMERGENCY"
"BETHLEHEM PIKE & COWPATH RD; MONTGOMERY; 2020-01-04 @ 11:40:00",19446,"Traffic: DISABLED VEHICLE"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-04 @ 11:44:50",19403,"EMS: HEAD INJURY"
"WAMPENOG CIR & COCHISE LN;  UPPER PROVIDENCE; 2020-01-04 @ 11:46:39",19468,"EMS: NAUSEA/VOMITING"
"RITTENHOUSE RD AND HESS RD; UPPER PROVIDENCE; 2020-01-04 @ 11:49:07",19426,"Traffic: VEHICLE ACCIDENT"
"BYBERRY RD & VILLAGE CIR;  UPPER MORELAND; 2020-01-04 @ 11:57:55",19040,"EMS: FALL VICTIM"
"LARCHWOOD DR; WHITPAIN; 2020-01-04 @ 11:58:39",19422,"Fire: ELECTRICAL FIRE OUTSIDE"
"MAPLEWOOD AVE & SILVER AVE;  ABINGTON; 2020-01-04 @ 12:01:19",19001,"EMS: CARDIAC EMERGENCY"
"MARKLEY ST & STERIGERE ST;  NORRISTOWN; 2020-01-04 @ 12:10:23",19401,"EMS: UNCONSCIOUS SUBJECT"
"DOGWOOD DR & ASTER LN;  UPPER FREDERICK; 2020-01-04 @ 12:09:57",19435,"EMS: CVA/STROKE"
"WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; 2020-01-04 @ 12:10:48",19031,"EMS: RESPIRATORY EMERGENCY"
"QUEEN ST & S ROLAND ST;  POTTSTOWN; 2020-01-04 @ 12:08:00",19464,"EMS: RESPIRATORY EMERGENCY"
"HARLEYSVILLE PIKE & OLD MORRIS RD;  LOWER SALFORD; 2020-01-04 @ 12:11:28",19438,"EMS: RESPIRATORY EMERGENCY"
"DAVISVILLE RD & MORELAND RD; ABINGTON; 2020-01-04 @ 12:15:47",19090,"Traffic: VEHICLE ACCIDENT"
"GERMANTOWN PIKE & HALLOWELL RD;  PLYMOUTH; 2020-01-04 @ 12:18:47",19462,"EMS: CARDIAC ARREST"
"OVERLOOK AVE & EDGEHILL RD; UPPER MORELAND; 2020-01-04 @ 12:20:14",19090,"Traffic: VEHICLE ACCIDENT"
"TOWER LN & E TOWER LN;  LOWER MERION; 2020-01-04 @ 12:22:21",19072,"EMS: FALL VICTIM"
"EAGLEVILLE RD & SUNDERLAND DR;  LOWER PROVIDENCE; 2020-01-04 @ 12:30:04",19403,"EMS: UNKNOWN MEDICAL EMERGENCY"
"HAGYS FORD RD & MARGO LN; LOWER MERION; 2020-01-04 @ 12:28:19",19072,"Fire: FIRE ALARM"
"BETHLEHEM PIKE & NORTH WALES RD;  MONTGOMERY; 2020-01-04 @ 12:29:22",19454,"EMS: CARDIAC EMERGENCY"
"COLLEGEVILLE RD & ARCOLA RD;  UPPER PROVIDENCE; 2020-01-04 @ 12:38:56",19426,"EMS: ALTERED MENTAL STATUS"
"DEKALB PIKE & SKIPPACK PIKE;  WHITPAIN; 2020-01-04 @ 12:38:21",19422,"EMS: CVA/STROKE"
"E COUNTY LINE RD & PARK AVE; HATBORO; 2020-01-04 @ 12:38:56",18974,"Traffic: VEHICLE ACCIDENT"
"CHATHAM CT & WESTBURY DR;  FRANCONIA; 2020-01-04 @ 12:45:10",18964,"EMS: GENERAL WEAKNESS"
"KOFFEL RD & W VINE ST;  HATFIELD BORO; 2020-01-04 @ 12:42:52",19440,"EMS: VEHICLE ACCIDENT"
"MAPLEWOOD DR & CRESCENT CIR;  FRANCONIA; 2020-01-04 @ 12:43:26",19438,"EMS: GENERAL WEAKNESS"
"KOFFEL RD & W VINE ST; HATFIELD BORO; 2020-01-04 @ 12:43:20",19440,"Traffic: VEHICLE ACCIDENT"
"BARNBRIDGE DR & CLEMMERS MILL RD;  UPPER SALFORD; 2020-01-04 @ 12:47:20",19473,"EMS: HEAD INJURY"
"CHEMICAL RD & GALLAGHER RD;  PLYMOUTH; 2020-01-04 @ 12:49:21",19462,"EMS: HEAD INJURY"
"COUNTY LINE RD & MADISON AVE; HATBORO; 2020-01-04 @ 12:38:56",18974,"Traffic: VEHICLE ACCIDENT"
"BROWN ST & BRINGHURST ALY;  NORRISTOWN; 2020-01-04 @ 12:58:12",19401,"EMS: ASSAULT VICTIM"
"BETHLEHEM PIKE & E WISSAHICKON AVE; SPRINGFIELD; 2020-01-04 @ 13:05:48",19031,"Traffic: DISABLED VEHICLE"
"BROWER AVE & PERKIOMEN AVE; UPPER PROVIDENCE; 2020-01-04 @ 13:03:25",19460,"Traffic: VEHICLE ACCIDENT"
"JOHNSON HWY & DEKALB ST; EAST NORRITON; 2020-01-04 @ 13:04:26",19401,"Traffic: VEHICLE ACCIDENT"
"THRUSH DR & ORIOLE LN; UPPER DUBLIN; 2020-01-04 @ 13:09:52",19025,"Fire: GASODOR/LEAK"
"ADRIAN RD & BARBARA LN; PERKIOMEN; 2020-01-04 @ 13:09:29",19426,"Traffic: VEHICLE ACCIDENT"
"SUMNEYTOWN PIKE & RAMP RT63 TO I476 NB; PERKIOMEN; 2020-01-04 @ 13:08:27",NA,"Traffic: VEHICLE ACCIDENT"
"WALNUT ST & N WARREN ST;  POTTSTOWN; 2020-01-04 @ 13:17:34",19464,"EMS: FALL VICTIM"
"JOSHUA RD; WHITEMARSH; 2020-01-04 @ 13:25:23",19444,"Fire: GASODOR/LEAK"
"NEEDHAM CIR & ROXBURY RD;  HATFIELD TOWNSHIP; 2020-01-04 @ 13:23:44",19440,"EMS: RESPIRATORY EMERGENCY"
"COMMERCE DR & W PENNSYLVANIA AVE; UPPER DUBLIN; 2020-01-04 @ 13:30:13",19034,"Traffic: VEHICLE ACCIDENT"
"BOYD AVE & SUNNYLEA RD; TOWAMENCIN; 2020-01-04 @ 13:29:19",19446,"Traffic: VEHICLE ACCIDENT"
"DEKALB PIKE & IVY LN; UPPER MERION; 2020-01-04 @ 13:26:16",19406,"Traffic: VEHICLE ACCIDENT"
"HEMLOCK DR & YELLOWWOOD CT;  UPPER PROVIDENCE; 2020-01-04 @ 13:34:25",19426,"EMS: HEMORRHAGING"
"DEKALB PIKE & CONNECTING ROAD;  UPPER MERION; 2020-01-04 @ 13:35:22",NA,"EMS: SYNCOPAL EPISODE"
"LANCASTER AVE & S CHURCH RD;  LOWER MERION; 2020-01-04 @ 13:37:56",19003,"EMS: VEHICLE ACCIDENT"
"LANCASTER AVE & S CHURCH RD; LOWER MERION; 2020-01-04 @ 13:39:41",19003,"Fire: VEHICLE ACCIDENT"
"LANCASTER AVE & S CHURCH RD; LOWER MERION; 2020-01-04 @ 13:38:23",19003,"Traffic: VEHICLE ACCIDENT"
"ARCOLA RD & REDTAIL RD; LOWER PROVIDENCE; 2020-01-04 @ 13:50:27",19403,"Traffic: VEHICLE ACCIDENT"
"WELSH RD & NORRISTOWN RD; UPPER DUBLIN; 2020-01-04 @ 13:46:54",19044,"Traffic: VEHICLE ACCIDENT"
"WHITEHALL RD & CARSON DR; WEST NORRITON; 2020-01-04 @ 13:51:15",19403,"Traffic: DISABLED VEHICLE"
"CHURCH RD & BENT RD;  CHELTENHAM; 2020-01-04 @ 13:55:41",19095,"EMS: CARDIAC ARREST"
"PENLLYN BLUE BELL PIKE & VILLAGE CIR;  WHITPAIN; 2020-01-04 @ 13:51:36",19422,"EMS: RESPIRATORY EMERGENCY"
"EXTENSION PENNSYLVANIA TPKE & RAMP RT63 TO I476 NB; LOWER SALFORD; 2020-01-04 @ 13:55:45",NA,"Traffic: DISABLED VEHICLE"
"W MONTGOMERY AVE & PENNSWOOD RD; LOWER MERION; 2020-01-04 @ 13:53:13",19041,"Traffic: VEHICLE ACCIDENT"
"ARCOLA RD & REDTAIL RD;  LOWER PROVIDENCE; 2020-01-04 @ 13:56:55",19403,"EMS: VEHICLE ACCIDENT"
"MAIN ST & HIGHLAND RD;  LANSDALE; 2020-01-04 @ 13:59:10",19446,"EMS: LACERATIONS"
"SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-04 @ 13:57:27",19403,"EMS: GENERAL WEAKNESS"
"S EASTON RD & GREENWOOD AVE; CHELTENHAM; 2020-01-04 @ 13:59:22",19095,"Traffic: VEHICLE ACCIDENT"
"CHELTENHAM AVE & S EASTON RD; CHELTENHAM; 2020-01-04 @ 13:57:55",19038,"Traffic: VEHICLE ACCIDENT"
"4TH ST & CHURCH ALY;  LANSDALE; 2020-01-04 @ 14:02:48",19446,"EMS: OVERDOSE"
"BUTLER PIKE & SPRING MILL RD; WHITEMARSH; 2020-01-04 @ 14:04:44",19462,"Traffic: VEHICLE ACCIDENT"
"PENLLYN BLUE BELL PIKE & VILLAGE CIR;  WHITPAIN; 2020-01-04 @ 14:12:50",19422,"EMS: SUBJECT IN PAIN"
"AUTO PARK BLVD & LINFIELD TRAPPE RD;  LIMERICK; 2020-01-04 @ 14:11:59",19468,"EMS: GENERAL WEAKNESS"
"GERMANTOWN PIKE & PLYMOUTH RD; PLYMOUTH; 2020-01-04 @ 14:13:27",19462,"Traffic: VEHICLE ACCIDENT"
"SWAMP PIKE & LUTHERAN RD; NEW HANOVER; 2020-01-04 @ 14:17:42",19525,"Traffic: VEHICLE ACCIDENT"
"ROCK RD AND STONE RIDGE LN;  LOWER MERION; 2020-01-04 @ 14:30:54",19085,"EMS: FALL VICTIM"
"AIRY ST & SWEDE ST;  NORRISTOWN; 2020-01-04 @ 14:27:16",19401,"EMS: SYNCOPAL EPISODE"
"AIRDALE RD;  LOWER MERION; 2020-01-04 @ 14:28:21",19010,"EMS: VEHICLE ACCIDENT"
"MORRIS RD & PINECROFT PL; WHITPAIN; 2020-01-04 @ 14:29:40",19422,"Traffic: DISABLED VEHICLE"
"AIRDALE RD AND W MONTGOMERY AVE; LOWER MERION; 2020-01-04 @ 14:28:40",19010,"Traffic: VEHICLE ACCIDENT"
"SUMNEYTOWN PIKE & MERCK GATE 1;  UPPER GWYNEDD; 2020-01-04 @ 14:31:20",19446,"EMS: HEAD INJURY"
"LINWOOD AVE & E ATHENS AVE; LOWER MERION; 2020-01-04 @ 14:34:50",19003,"Traffic: VEHICLE ACCIDENT"
"MAPLEWOOD AVE & OLD YORK RD; ABINGTON; 2020-01-04 @ 14:31:40",19001,"Traffic: VEHICLE ACCIDENT"
"CULP RD & W ORCHARD LN;  LOWER PROVIDENCE; 2020-01-04 @ 14:36:04",19403,"EMS: DIABETIC EMERGENCY"
"TREMONT AVE & CEDAR ST;  NORRISTOWN; 2020-01-04 @ 14:38:34",19401,"EMS: RESPIRATORY EMERGENCY"
"PENLLYN BLUE BELL PIKE & VILLAGE CIR;  WHITPAIN; 2020-01-04 @ 14:46:48",19422,"EMS: SUBJECT IN PAIN"
"BARKER RD & GREENWOOD AVE;  CHELTENHAM; 2020-01-04 @ 14:51:13",19095,"EMS: ALTERED MENTAL STATUS"
"DEKALB PIKE & S HENDERSON RD; UPPER MERION; 2020-01-04 @ 14:55:06",19406,"Traffic: VEHICLE ACCIDENT"
"BRUCE RD & BRIDGE ST; SPRINGFIELD; 2020-01-04 @ 15:02:11",19075,"Traffic: ROAD OBSTRUCTION"
"MARKET ST & WATER LOOP DR;  UPPER PROVIDENCE; 2020-01-04 @ 15:09:23",19426,"EMS: ABDOMINAL PAINS"
"DOGWOOD CT & FREDERICK DR; UPPER FREDERICK; 2020-01-04 @ 15:07:44",18074,"Fire: FIRE ALARM"
"RIDGE PIKE & BARREN HILL RD;  WHITEMARSH; 2020-01-04 @ 15:11:27",19444,"EMS: DIZZINESS"
"BUTLER PIKE & NESBITT RD;  HORSHAM; 2020-01-04 @ 15:14:36",19002,"EMS: HEAD INJURY"
"COWPATH RD & GREEN HILL RD; FRANCONIA; 2020-01-04 @ 15:17:12",18969,"Traffic: HAZARDOUS ROAD CONDITIONS"
"CROTON RD & S GULPH RD; UPPER MERION; 2020-01-04 @ 15:20:48",19406,"Traffic: VEHICLE ACCIDENT"
"MARKLEY ST & W ROBERTS ST; NORRISTOWN; 2020-01-04 @ 15:16:29",19401,"Traffic: VEHICLE ACCIDENT"
"BETHLEHEM PIKE & VILSMEIER RD; MONTGOMERY; 2020-01-04 @ 15:33:17",19454,"Traffic: VEHICLE ACCIDENT"
"CHURCH RD & BENT RD;  CHELTENHAM; 2020-01-04 @ 15:36:31",19095,"EMS: SEIZURES"
"W AIRY ST;  NORRISTOWN; 2020-01-04 @ 15:40:42",19401,"EMS: SEIZURES"
"GULPH RD & KIRK AVE;  UPPER MERION; 2020-01-04 @ 15:44:18",19406,"EMS: FALL VICTIM"
"LINFIELD TRAPPE RD & SPROUSE CIR;  UPPER PROVIDENCE; 2020-01-04 @ 15:43:32",19468,"EMS: GENERAL WEAKNESS"
"JEFFERSON AVE & N WARREN ST;  POTTSTOWN; 2020-01-04 @ 15:54:16",19464,"EMS: FALL VICTIM"
"3RD AVE & W MAIN ST;  TRAPPE; 2020-01-04 @ 15:59:45",19426,"EMS: CVA/STROKE"
"EASTON RD & GREENWOOD AVE;  CHELTENHAM; 2020-01-04 @ 16:01:24",19095,"EMS: SYNCOPAL EPISODE"
"CEMETERY LN AND MINE HILL RD; LOWER FREDERICK; 2020-01-04 @ 16:04:04",19473,"Fire: ELECTRICAL FIRE OUTSIDE"
"SUMNEYTOWN PIKE & REIFF RD;  TOWAMENCIN; 2020-01-04 @ 16:13:44",19446,"EMS: HEAD INJURY"
"CHARLOTTE ST & NIGHTINGALE ST;  POTTSTOWN; 2020-01-04 @ 16:17:48",19464,"EMS: RESPIRATORY EMERGENCY"
"COUNTY LINE RD; LOWER MERION; 2020-01-04 @ 16:24:14",NA,"Fire: VEHICLE ACCIDENT"
"COUNTY LINE RD;  LOWER MERION; 2020-01-04 @ 16:23:33",NA,"EMS: VEHICLE ACCIDENT"
"COUNTY LINE RD & MONTROSE AVE; LOWER MERION; 2020-01-04 @ 16:23:36",19010,"Traffic: VEHICLE ACCIDENT"
"MAPLE AVE & WAYNE AVE;  HORSHAM; 2020-01-04 @ 16:27:33",19044,"EMS: UNCONSCIOUS SUBJECT"
"MATSONFORD RD & FRONT ST; WEST CONSHOHOCKEN; 2020-01-04 @ 16:33:25",19428,"Traffic: DISABLED VEHICLE"
"N LATCHS LN;  LOWER MERION; 2020-01-04 @ 16:40:17",19066,"EMS: VEHICLE ACCIDENT"
"N LATCHS LN & MERION RD; LOWER MERION; 2020-01-04 @ 16:40:26",19066,"Traffic: VEHICLE ACCIDENT"
"RT422  & RAMP RT29 TO RT422 EB; UPPER PROVIDENCE; 2020-01-04 @ 16:40:54",NA,"Traffic: VEHICLE ACCIDENT"
"RT422  & RAMP RT29 TO RT422 EB;  UPPER PROVIDENCE; 2020-01-04 @ 16:43:05",NA,"EMS: VEHICLE ACCIDENT"
"RT422  & RAMP RT29 TO RT422 EB; UPPER PROVIDENCE; 2020-01-04 @ 16:42:52",NA,"Fire: VEHICLE ACCIDENT"
"FULMER RD & B AVE;  LOWER FREDERICK; 2020-01-04 @ 16:55:37",19473,"EMS: RESPIRATORY EMERGENCY"
"LEEDOM ST & WILLOW ST;  JENKINTOWN; 2020-01-04 @ 16:51:58",19046,"EMS: UNCONSCIOUS SUBJECT"
"OAKWOOD TER & OAKWOOD DR;  LOWER MERION; 2020-01-04 @ 17:00:28",19072,"EMS: GENERAL WEAKNESS"
"FITZWATERTOWN RD & PHIPPS AVE;  ABINGTON; 2020-01-04 @ 16:59:35",19090,"EMS: MEDICAL ALERT ALARM"
"PENLLYN PIKE & FOXFIELD RD;  LOWER GWYNEDD; 2020-01-04 @ 16:57:05",19002,"EMS: SUBJECT IN PAIN"
"ANBURY LN; UPPER DUBLIN; 2020-01-04 @ 17:01:13",19090,"Fire: UNKNOWN TYPE FIRE"
"GREEN LN & WASHINGTON LN;  CHELTENHAM; 2020-01-04 @ 17:05:52",19095,"EMS: CARDIAC EMERGENCY"
"CHELTENHAM AVE & E DURHAM ST;  CHELTENHAM; 2020-01-04 @ 17:05:02",19150,"EMS: UNKNOWN MEDICAL EMERGENCY"
"OLD WELSH RD & FERNDALE AVE;  ABINGTON; 2020-01-04 @ 17:06:57",19001,"EMS: CARDIAC EMERGENCY"
"HUNTINGDON PIKE & FETTERSMILL RD; LOWER MORELAND; 2020-01-04 @ 17:15:40",19006,"Fire: BUILDING FIRE"
"DAVISVILLE RD & N YORK RD; UPPER MORELAND; 2020-01-04 @ 17:11:30",19090,"Fire: FIRE ALARM"
"IRONWOOD CIR & LINDEN DR;  CHELTENHAM; 2020-01-04 @ 17:17:54",19027,"EMS: GENERAL WEAKNESS"
"GERMANTOWN PIKE & HALLOWELL RD;  PLYMOUTH; 2020-01-04 @ 17:17:25",19462,"EMS: ALTERED MENTAL STATUS"
"DAVISVILLE RD & PENNYPACK RD;  UPPER MORELAND; 2020-01-04 @ 17:21:23",19040,"EMS: GENERAL WEAKNESS"
"SCHUYLKILL EXPY & RAMP S GULPH RD TO I76 EB; UPPER MERION; 2020-01-04 @ 17:25:28",NA,"Traffic: DISABLED VEHICLE"
"S TROOPER RD & OAKDALE AVE; WEST NORRITON; 2020-01-04 @ 17:23:37",19403,"Traffic: VEHICLE ACCIDENT"
"SCHUYLKILL EXPY & RAMP S GULPH RD TO I76 EB; UPPER MERION; 2020-01-04 @ 17:26:04",NA,"Traffic: DISABLED VEHICLE"
"BLAIR MILL RD & W MORELAND AVE; UPPER MORELAND; 2020-01-04 @ 17:30:03",19040,"Fire: BUILDING FIRE"
"SCHOOL ST & WALNUT LN;  AMBLER; 2020-01-04 @ 17:28:11",19002,"EMS: SEIZURES"
"CRAWFORD AVE & FRONT ST; WEST CONSHOHOCKEN; 2020-01-04 @ 17:28:38",19428,"Traffic: VEHICLE ACCIDENT"
"DIXON LN & FLEETWOOD RD;  ABINGTON; 2020-01-04 @ 17:32:30",19046,"EMS: CVA/STROKE"
"HANNAH AVE & E GERMANTOWN PIKE;  EAST NORRITON; 2020-01-04 @ 17:35:39",19401,"EMS: FEVER"
"SQUIRE DR & CEDAR HILL RD;  HORSHAM; 2020-01-04 @ 17:31:52",19002,"EMS: RESPIRATORY EMERGENCY"
"RIDGE PIKE & BUTLER PIKE; WHITEMARSH; 2020-01-04 @ 17:36:02",19428,"Traffic: VEHICLE ACCIDENT"
"RIVER RD & COLLEGEVILLE RD;  LOWER PROVIDENCE; 2020-01-04 @ 17:40:48",19426,"EMS: UNCONSCIOUS SUBJECT"
"BROAD ST & WHITES RD; LANSDALE; 2020-01-04 @ 17:38:12",19446,"Traffic: VEHICLE ACCIDENT"
"BRIAN RD & THOMAS LN;  DOUGLASS; 2020-01-04 @ 17:43:12",19525,"EMS: HEAD INJURY"
"GULPH RD & SWEDELAND RD; UPPER MERION; 2020-01-04 @ 17:48:23",19406,"Traffic: VEHICLE ACCIDENT"
"CITY AVE & MONUMENT RD; LOWER MERION; 2020-01-04 @ 17:56:11",19131,"Traffic: VEHICLE ACCIDENT"
"LINCOLN RD & JOHNSON RD;  PERKIOMEN; 2020-01-04 @ 17:58:49",19426,"EMS: SUBJECT IN PAIN"
"1ST AVE & FREEDOM DR;  UPPER MERION; 2020-01-04 @ 18:02:48",19406,"EMS: DIABETIC EMERGENCY"
"CHEMICAL RD & RAMP I476 NB TO CHEMICAL RD; PLYMOUTH; 2020-01-04 @ 18:05:25",19462,"Traffic: DISABLED VEHICLE"
"NORTH WALES RD & WELSH RD; UPPER GWYNEDD; 2020-01-04 @ 18:02:59",19454,"Traffic: VEHICLE ACCIDENT"
"PLYMOUTH RD & MORRIS RD; WHITPAIN; 2020-01-04 @ 18:04:04",19422,"Traffic: VEHICLE ACCIDENT"
"HUNTINGDON PIKE & CALVIN RD;  LOWER MORELAND; 2020-01-04 @ 18:09:24",19006,"EMS: UNCONSCIOUS SUBJECT"
"CHELTENHAM AVE & E UPSAL ST;  CHELTENHAM; 2020-01-04 @ 18:14:51",19150,"EMS: UNCONSCIOUS SUBJECT"
"BRYCE LN & E SWEDESFORD RD;  UPPER MERION; 2020-01-04 @ 18:14:09",19406,"EMS: RESPIRATORY EMERGENCY"
"PHILADELPHIA AVE & DOUGLASS ST; DOUGLASS; 2020-01-04 @ 18:12:14",19512,"Traffic: VEHICLE ACCIDENT"
"SUSQUEHANNA RD & S LIMEKILN PIKE; UPPER DUBLIN; 2020-01-04 @ 18:11:20",19034,"Traffic: DISABLED VEHICLE"
"BROOKWOOD DR & KEPLER RD;  LOWER POTTSGROVE; 2020-01-04 @ 18:17:31",19464,"EMS: SUBJECT IN PAIN"
"MAIN ST & GEORGE ST;  NORRISTOWN; 2020-01-04 @ 18:18:54",19401,"EMS: SYNCOPAL EPISODE"
"EAGLEVILLE RD & SUNDERLAND DR;  LOWER PROVIDENCE; 2020-01-04 @ 18:19:19",19403,"EMS: UNCONSCIOUS SUBJECT"
"CITY AVE & HOLLINGSWORTH RD;  LOWER MERION; 2020-01-04 @ 18:23:22",19151,"EMS: CARDIAC EMERGENCY"
"GULPH RD & KIRK AVE;  UPPER MERION; 2020-01-04 @ 18:24:34",19406,"EMS: CARDIAC EMERGENCY"
"OLD ARCH RD & BIRCHWOOD DR;  EAST NORRITON; 2020-01-04 @ 18:25:44",19401,"EMS: RESPIRATORY EMERGENCY"
"MAIN ST & HARVARD DR;  TRAPPE; 2020-01-04 @ 18:23:50",19426,"EMS: SYNCOPAL EPISODE"
"NEW GULPH RD; UPPER MERION; 2020-01-04 @ 18:22:26",19406,"Fire: GASODOR/LEAK"
