desc,zip,title,address,towns,dt,date,time
BRADFIELD RD & SUSQUEHANNA RD; ABINGTON; 2020-01-01 @ 00:04:06,19001,Fire: FIRE ALARM,BRADFIELD RD & SUSQUEHANNA RD, ABINGTON, 2020-01-01 @ 00:04:06, 2020-01-01 , 00:04:06
LINE LEXINGTON RD & TREWIGTOWN RD; HATFIELD TOWNSHIP; 2020-01-05 @ 01:28:46,19440,Traffic: VEHICLE ACCIDENT,LINE LEXINGTON RD & TREWIGTOWN RD, HATFIELD TOWNSHIP, 2020-01-05 @ 01:28:46, 2020-01-05 , 01:28:46
LINE LEXINGTON RD & TREWIGTOWN RD; HATFIELD TOWNSHIP; 2020-01-05 @ 01:28:52,19440,Traffic: VEHICLE ACCIDENT,LINE LEXINGTON RD & TREWIGTOWN RD, HATFIELD TOWNSHIP, 2020-01-05 @ 01:28:52, 2020-01-05 , 01:28:52
LINE LEXINGTON RD;  HATFIELD TOWNSHIP; 2020-01-05 @ 01:31:28,19440,EMS: VEHICLE ACCIDENT,LINE LEXINGTON RD,  HATFIELD TOWNSHIP, 2020-01-05 @ 01:31:28, 2020-01-05 , 01:31:28
TREMONT AVE & CEDAR ST;  NORRISTOWN; 2020-01-05 @ 01:32:00,19401,EMS: RESPIRATORY EMERGENCY,TREMONT AVE & CEDAR ST,  NORRISTOWN, 2020-01-05 @ 01:32:00, 2020-01-05 , 01:32:00
SUSQUEHANNA RD & WATER TOWER DR;  UPPER DUBLIN; 2020-01-05 @ 01:45:32,19025,EMS: HEAD INJURY,SUSQUEHANNA RD & WATER TOWER DR,  UPPER DUBLIN, 2020-01-05 @ 01:45:32, 2020-01-05 , 01:45:32
BRADDOCK LN & TRENT RD;  LOWER MERION; 2020-01-05 @ 02:00:19,19096,EMS: FALL VICTIM,BRADDOCK LN & TRENT RD,  LOWER MERION, 2020-01-05 @ 02:00:19, 2020-01-05 , 02:00:19
SUSQUEHANNA RD & CUMBERLAND RD; ABINGTON; 2020-01-05 @ 02:19:23,19001,Traffic: DISABLED VEHICLE,SUSQUEHANNA RD & CUMBERLAND RD, ABINGTON, 2020-01-05 @ 02:19:23, 2020-01-05 , 02:19:23
BROOKDALE CT AND GREEN VALLEY CIR;  UPPER DUBLIN; 2020-01-05 @ 02:33:43,19025,EMS: RESPIRATORY EMERGENCY,BROOKDALE CT & GREEN VALLEY CIR,  UPPER DUBLIN, 2020-01-05 @ 02:33:43, 2020-01-05 , 02:33:43
SUMMIT AVE & CHELSEA AVE;  UPPER DUBLIN; 2020-01-05 @ 02:38:21,19038,EMS: RESPIRATORY EMERGENCY,SUMMIT AVE & CHELSEA AVE,  UPPER DUBLIN, 2020-01-05 @ 02:38:21, 2020-01-05 , 02:38:21
HORSHAM RD & DOYLESTOWN PIKE; MONTGOMERY; 2020-01-05 @ 02:39:53,NA,Traffic: ROAD OBSTRUCTION,HORSHAM RD & DOYLESTOWN PIKE, MONTGOMERY, 2020-01-05 @ 02:39:53, 2020-01-05 , 02:39:53
DEEP CREEK RD & SNYDER RD; UPPER FREDERICK; 2020-01-05 @ 02:55:43,18054,Fire: FIRE ALARM,DEEP CREEK RD & SNYDER RD, UPPER FREDERICK, 2020-01-05 @ 02:55:43, 2020-01-05 , 02:55:43
BRUSH HOLLOW RD & ORVILLA RD;  HATFIELD TOWNSHIP; 2020-01-05 @ 02:59:49,19440,EMS: NAUSEA/VOMITING,BRUSH HOLLOW RD & ORVILLA RD,  HATFIELD TOWNSHIP, 2020-01-05 @ 02:59:49, 2020-01-05 , 02:59:49
W GERMANTOWN PIKE & BURNSIDE AVE; EAST NORRITON; 2020-01-05 @ 02:59:13,19403,Traffic: VEHICLE ACCIDENT,W GERMANTOWN PIKE & BURNSIDE AVE, EAST NORRITON, 2020-01-05 @ 02:59:13, 2020-01-05 , 02:59:13
PLYMOUTH RD & RITTENHOUSE SQ;  PLYMOUTH; 2020-01-05 @ 03:09:10,19462,EMS: CARDIAC EMERGENCY,PLYMOUTH RD & RITTENHOUSE SQ,  PLYMOUTH, 2020-01-05 @ 03:09:10, 2020-01-05 , 03:09:10
ARCH ST & E WOOD ST;  NORRISTOWN; 2020-01-05 @ 03:13:06,19401,EMS: SUBJECT IN PAIN,ARCH ST & E WOOD ST,  NORRISTOWN, 2020-01-05 @ 03:13:06, 2020-01-05 , 03:13:06
W GERMANTOWN PIKE & CARALEA DR; EAST NORRITON; 2020-01-05 @ 02:59:13,19403,Traffic: VEHICLE ACCIDENT,W GERMANTOWN PIKE & CARALEA DR, EAST NORRITON, 2020-01-05 @ 02:59:13, 2020-01-05 , 02:59:13
KERR RD & COVENTRY WAY;  TOWAMENCIN; 2020-01-05 @ 03:36:10,19438,EMS: FALL VICTIM,KERR RD & COVENTRY WAY,  TOWAMENCIN, 2020-01-05 @ 03:36:10, 2020-01-05 , 03:36:10
WALNUT ST & S 4TH AVE;  ROYERSFORD; 2020-01-05 @ 03:43:19,19468,EMS: HEAD INJURY,WALNUT ST & S 4TH AVE,  ROYERSFORD, 2020-01-05 @ 03:43:19, 2020-01-05 , 03:43:19
KERR RD & COVENTRY WAY; TOWAMENCIN; 2020-01-05 @ 03:59:45,19438,Fire: FIRE SPECIAL SERVICE,KERR RD & COVENTRY WAY, TOWAMENCIN, 2020-01-05 @ 03:59:45, 2020-01-05 , 03:59:45
U ST & A ST;  UPPER MERION; 2020-01-05 @ 04:15:20,19406,EMS: CVA/STROKE,U ST & A ST,  UPPER MERION, 2020-01-05 @ 04:15:20, 2020-01-05 , 04:15:20
MAIN ST & BARBADOES ST; NORRISTOWN; 2020-01-05 @ 04:48:05,19401,Traffic: DISABLED VEHICLE,MAIN ST & BARBADOES ST, NORRISTOWN, 2020-01-05 @ 04:48:05, 2020-01-05 , 04:48:05
SUMNEYTOWN PIKE & CARROL RD; TOWAMENCIN; 2020-01-05 @ 05:11:21,19446,Traffic: DISABLED VEHICLE,SUMNEYTOWN PIKE & CARROL RD, TOWAMENCIN, 2020-01-05 @ 05:11:21, 2020-01-05 , 05:11:21
PENNSYLVANIA TPKE & RAMP GERMANTOWN PK EB TO I276 EB; PLYMOUTH; 2020-01-05 @ 05:16:15,NA,Traffic: ROAD OBSTRUCTION,PENNSYLVANIA TPKE & RAMP GERMANTOWN PK EB TO I276 EB, PLYMOUTH, 2020-01-05 @ 05:16:15, 2020-01-05 , 05:16:15
NORRISTOWN RD & RADCLIFF LN;  LOWER GWYNEDD; 2020-01-05 @ 05:27:16,19002,EMS: FALL VICTIM,NORRISTOWN RD & RADCLIFF LN,  LOWER GWYNEDD, 2020-01-05 @ 05:27:16, 2020-01-05 , 05:27:16
SUSQUEHANNA RD & SPARK DR;  UPPER DUBLIN; 2020-01-05 @ 05:28:08,19002,EMS: RESPIRATORY EMERGENCY,SUSQUEHANNA RD & SPARK DR,  UPPER DUBLIN, 2020-01-05 @ 05:28:08, 2020-01-05 , 05:28:08
WARREN ST & BEECH ST; POTTSTOWN; 2020-01-05 @ 05:41:14,19464,Fire: BUILDING FIRE,WARREN ST & BEECH ST, POTTSTOWN, 2020-01-05 @ 05:41:14, 2020-01-05 , 05:41:14
BLUEROUTE  & RAMP I476 SB TO I76;  PLYMOUTH; 2020-01-05 @ 06:00:43,NA,EMS: RESPIRATORY EMERGENCY,BLUEROUTE  & RAMP I476 SB TO I76,  PLYMOUTH, 2020-01-05 @ 06:00:43, 2020-01-05 , 06:00:43
BLUEROUTE  & RAMP I76 TO I476 NB; PLYMOUTH; 2020-01-05 @ 05:58:08,NA,Traffic: DISABLED VEHICLE,BLUEROUTE  & RAMP I76 TO I476 NB, PLYMOUTH, 2020-01-05 @ 05:58:08, 2020-01-05 , 05:58:08
RICHARDSON RD & BROAD ACRES RD; MONTGOMERY; 2020-01-05 @ 06:04:15,19446,Traffic: VEHICLE ACCIDENT,RICHARDSON RD & BROAD ACRES RD, MONTGOMERY, 2020-01-05 @ 06:04:15, 2020-01-05 , 06:04:15
BLUEROUTE  & RAMP I76 TO I476 NB;  PLYMOUTH; 2020-01-05 @ 06:00:43,NA,EMS: RESPIRATORY EMERGENCY,BLUEROUTE  & RAMP I76 TO I476 NB,  PLYMOUTH, 2020-01-05 @ 06:00:43, 2020-01-05 , 06:00:43
RT422 BYP & RAMP RT422 WB TO S GROSSTOWN RD; WEST POTTSGROVE; 2020-01-05 @ 06:23:08,19464,Traffic: ROAD OBSTRUCTION,RT422 BYP & RAMP RT422 WB TO S GROSSTOWN RD, WEST POTTSGROVE, 2020-01-05 @ 06:23:08, 2020-01-05 , 06:23:08
STENTON AVE AND PEMBERTON RD; WHITPAIN; 2020-01-05 @ 06:39:59,19462,Traffic: DISABLED VEHICLE,STENTON AVE & PEMBERTON RD, WHITPAIN, 2020-01-05 @ 06:39:59, 2020-01-05 , 06:39:59
LOCUST ST & W LOGAN ST; NORRISTOWN; 2020-01-05 @ 06:51:37,19401,Traffic: VEHICLE ACCIDENT,LOCUST ST & W LOGAN ST, NORRISTOWN, 2020-01-05 @ 06:51:37, 2020-01-05 , 06:51:37
CALDER WAY AND BERMAN CT;  UPPER PROVIDENCE; 2020-01-05 @ 07:00:57,19460,EMS: CARDIAC EMERGENCY,CALDER WAY & BERMAN CT,  UPPER PROVIDENCE, 2020-01-05 @ 07:00:57, 2020-01-05 , 07:00:57
PARK AVE & MORELAND RD;  UPPER MORELAND; 2020-01-05 @ 06:57:20,19090,EMS: GENERAL WEAKNESS,PARK AVE & MORELAND RD,  UPPER MORELAND, 2020-01-05 @ 06:57:20, 2020-01-05 , 06:57:20
HARRIS RD & KNOX RD;  CHELTENHAM; 2020-01-05 @ 07:13:55,19038,EMS: RESPIRATORY EMERGENCY,HARRIS RD & KNOX RD,  CHELTENHAM, 2020-01-05 @ 07:13:55, 2020-01-05 , 07:13:55
DAVISVILLE RD & N YORK RD; UPPER MORELAND; 2020-01-05 @ 07:15:48,19090,Fire: FIRE INVESTIGATION,DAVISVILLE RD & N YORK RD, UPPER MORELAND, 2020-01-05 @ 07:15:48, 2020-01-05 , 07:15:48
WESTBURY DR & MANOR HOUSE LN;  FRANCONIA; 2020-01-05 @ 07:20:11,18964,EMS: ALTERED MENTAL STATUS,WESTBURY DR & MANOR HOUSE LN,  FRANCONIA, 2020-01-05 @ 07:20:11, 2020-01-05 , 07:20:11
LOCUST ST & W LOGAN ST;  NORRISTOWN; 2020-01-05 @ 07:30:05,19401,EMS: UNKNOWN MEDICAL EMERGENCY,LOCUST ST & W LOGAN ST,  NORRISTOWN, 2020-01-05 @ 07:30:05, 2020-01-05 , 07:30:05
PINE ST;  NORRISTOWN; 2020-01-05 @ 07:30:05,19401,EMS: UNKNOWN MEDICAL EMERGENCY,PINE ST,  NORRISTOWN, 2020-01-05 @ 07:30:05, 2020-01-05 , 07:30:05
GRACE ST & UNNAMED ALY;  POTTSTOWN; 2020-01-05 @ 07:33:42,19464,EMS: RESPIRATORY EMERGENCY,GRACE ST & UNNAMED ALY,  POTTSTOWN, 2020-01-05 @ 07:33:42, 2020-01-05 , 07:33:42
MAIN ST & MILL ST;  NORRISTOWN; 2020-01-05 @ 07:36:16,19401,EMS: FALL VICTIM,MAIN ST & MILL ST,  NORRISTOWN, 2020-01-05 @ 07:36:16, 2020-01-05 , 07:36:16
CONESTOGA WAY & EAGLE STREAM DR;  LOWER PROVIDENCE; 2020-01-05 @ 07:40:17,19403,EMS: NAUSEA/VOMITING,CONESTOGA WAY & EAGLE STREAM DR,  LOWER PROVIDENCE, 2020-01-05 @ 07:40:17, 2020-01-05 , 07:40:17
GERMANTOWN PIKE & HALLOWELL RD;  PLYMOUTH; 2020-01-05 @ 07:38:25,19462,EMS: UNCONSCIOUS SUBJECT,GERMANTOWN PIKE & HALLOWELL RD,  PLYMOUTH, 2020-01-05 @ 07:38:25, 2020-01-05 , 07:38:25
SCHUYLKILL EXPY & RAMP I76 WB TO MATSONFORD RD; LOWER MERION; 2020-01-05 @ 07:45:52,NA,Traffic: DISABLED VEHICLE,SCHUYLKILL EXPY & RAMP I76 WB TO MATSONFORD RD, LOWER MERION, 2020-01-05 @ 07:45:52, 2020-01-05 , 07:45:52
SCHUYLKILL EXPY & RAMP I76 WB TO S GULPH RD; UPPER MERION; 2020-01-05 @ 07:53:03,19406,Traffic: DISABLED VEHICLE,SCHUYLKILL EXPY & RAMP I76 WB TO S GULPH RD, UPPER MERION, 2020-01-05 @ 07:53:03, 2020-01-05 , 07:53:03
BEECH ST & PENN ST;  POTTSTOWN; 2020-01-05 @ 07:57:49,19464,EMS: BACK PAINS/INJURY,BEECH ST & PENN ST,  POTTSTOWN, 2020-01-05 @ 07:57:49, 2020-01-05 , 07:57:49
SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; 2020-01-05 @ 08:04:21,19403,EMS: ALTERED MENTAL STATUS,SHANNONDELL DR & SHANNONDELL BLVD,  LOWER PROVIDENCE, 2020-01-05 @ 08:04:21, 2020-01-05 , 08:04:21
WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; 2020-01-05 @ 08:03:55,19031,EMS: DIABETIC EMERGENCY,WISSAHICKON AVE & ROSE LN,  SPRINGFIELD, 2020-01-05 @ 08:03:55, 2020-01-05 , 08:03:55
WILLOW GROVE AVE & W CHURCH RD; CHELTENHAM; 2020-01-05 @ 08:01:19,19038,Traffic: VEHICLE ACCIDENT,WILLOW GROVE AVE & W CHURCH RD, CHELTENHAM, 2020-01-05 @ 08:01:19, 2020-01-05 , 08:01:19
PENNSYLVANIA TPKE & RAMP I476 NB TO I276 EB; WHITEMARSH; 2020-01-05 @ 08:06:03,NA,Traffic: DISABLED VEHICLE,PENNSYLVANIA TPKE & RAMP I476 NB TO I276 EB, WHITEMARSH, 2020-01-05 @ 08:06:03, 2020-01-05 , 08:06:03
FAIRGROUNDS RD & JEAN DR;  HATFIELD TOWNSHIP; 2020-01-05 @ 08:08:46,19440,EMS: GENERAL WEAKNESS,FAIRGROUNDS RD & JEAN DR,  HATFIELD TOWNSHIP, 2020-01-05 @ 08:08:46, 2020-01-05 , 08:08:46
5TH ST & DEAD END;  BERKS COUNTY; 2020-01-05 @ 08:06:42,NA,EMS: UNCONSCIOUS SUBJECT,5TH ST & DEAD END,  BERKS COUNTY, 2020-01-05 @ 08:06:42, 2020-01-05 , 08:06:42
WARFIELD LN & WARFIELD DR;  LOWER MORELAND; 2020-01-05 @ 08:14:41,19006,EMS: ABDOMINAL PAINS,WARFIELD LN & WARFIELD DR,  LOWER MORELAND, 2020-01-05 @ 08:14:41, 2020-01-05 , 08:14:41
EASTON RD & EDGE HILL RD;  ABINGTON; 2020-01-05 @ 08:20:52,19038,EMS: BUILDING FIRE,EASTON RD & EDGE HILL RD,  ABINGTON, 2020-01-05 @ 08:20:52, 2020-01-05 , 08:20:52
EASTON RD & EDGE HILL RD; ABINGTON; 2020-01-05 @ 08:20:44,19038,Fire: BUILDING FIRE,EASTON RD & EDGE HILL RD, ABINGTON, 2020-01-05 @ 08:20:44, 2020-01-05 , 08:20:44
MULBERRY CT & MORGANDALE DR;  TOWAMENCIN; 2020-01-05 @ 08:40:40,19446,EMS: FALL VICTIM,MULBERRY CT & MORGANDALE DR,  TOWAMENCIN, 2020-01-05 @ 08:40:40, 2020-01-05 , 08:40:40
FERNBROOK AVE & MAPLE AVE;  CHELTENHAM; 2020-01-05 @ 08:46:16,19095,EMS: RESPIRATORY EMERGENCY,FERNBROOK AVE & MAPLE AVE,  CHELTENHAM, 2020-01-05 @ 08:46:16, 2020-01-05 , 08:46:16
RIDGE PIKE & SUNNY BROOK RD;  LIMERICK; 2020-01-05 @ 08:47:38,19468,EMS: SYNCOPAL EPISODE,RIDGE PIKE & SUNNY BROOK RD,  LIMERICK, 2020-01-05 @ 08:47:38, 2020-01-05 , 08:47:38
LOLLER AVE & ACADEMY RD; HATBORO; 2020-01-05 @ 08:48:08,19040,Fire: GASODOR/LEAK,LOLLER AVE & ACADEMY RD, HATBORO, 2020-01-05 @ 08:48:08, 2020-01-05 , 08:48:08
WALNUT ST & S 4TH AVE; ROYERSFORD; 2020-01-05 @ 09:12:41,19468,Fire: FIRE ALARM,WALNUT ST & S 4TH AVE, ROYERSFORD, 2020-01-05 @ 09:12:41, 2020-01-05 , 09:12:41
DAWS RD AND STIRLING WAY;  WHITPAIN; 2020-01-05 @ 09:18:53,19422,EMS: GENERAL WEAKNESS,DAWS RD & STIRLING WAY,  WHITPAIN, 2020-01-05 @ 09:18:53, 2020-01-05 , 09:18:53
3RD ST & BLAKER DR; EAST GREENVILLE; 2020-01-05 @ 09:20:56,18041,Traffic: VEHICLE ACCIDENT,3RD ST & BLAKER DR, EAST GREENVILLE, 2020-01-05 @ 09:20:56, 2020-01-05 , 09:20:56
3RD ST & BLAKER DR; EAST GREENVILLE; 2020-01-05 @ 09:21:56,18041,Traffic: VEHICLE ACCIDENT,3RD ST & BLAKER DR, EAST GREENVILLE, 2020-01-05 @ 09:21:56, 2020-01-05 , 09:21:56
ALISON RD & BLAIR MILL RD;  HORSHAM; 2020-01-05 @ 09:28:52,19044,EMS: CVA/STROKE,ALISON RD & BLAIR MILL RD,  HORSHAM, 2020-01-05 @ 09:28:52, 2020-01-05 , 09:28:52
QUARRY RD & FAIRWAY CT; LOWER SALFORD; 2020-01-05 @ 09:30:12,19438,Traffic: VEHICLE ACCIDENT,QUARRY RD & FAIRWAY CT, LOWER SALFORD, 2020-01-05 @ 09:30:12, 2020-01-05 , 09:30:12
PATTERSON AVE AND HAINES RD;  EAST NORRITON; 2020-01-05 @ 09:41:23,19401,EMS: FALL VICTIM,PATTERSON AVE & HAINES RD,  EAST NORRITON, 2020-01-05 @ 09:41:23, 2020-01-05 , 09:41:23
CHURCH RD & BRENT RD; SPRINGFIELD; 2020-01-05 @ 09:45:24,19075,Fire: BUILDING FIRE,CHURCH RD & BRENT RD, SPRINGFIELD, 2020-01-05 @ 09:45:24, 2020-01-05 , 09:45:24
HUNTINGDON PIKE & CALVIN RD;  LOWER MORELAND; 2020-01-05 @ 09:41:48,19006,EMS: NAUSEA/VOMITING,HUNTINGDON PIKE & CALVIN RD,  LOWER MORELAND, 2020-01-05 @ 09:41:48, 2020-01-05 , 09:41:48
MAPLEWOOD DR & CRESCENT CIR;  FRANCONIA; 2020-01-05 @ 09:46:51,19438,EMS: FALL VICTIM,MAPLEWOOD DR & CRESCENT CIR,  FRANCONIA, 2020-01-05 @ 09:46:51, 2020-01-05 , 09:46:51
WENTZ RD & SKIPPACK PIKE;  WHITPAIN; 2020-01-05 @ 09:50:13,19422,EMS: SUBJECT IN PAIN,WENTZ RD & SKIPPACK PIKE,  WHITPAIN, 2020-01-05 @ 09:50:13, 2020-01-05 , 09:50:13
MAIN ST;  GREEN LANE; 2020-01-05 @ 09:48:52,18054,EMS: VEHICLE ACCIDENT,MAIN ST,  GREEN LANE, 2020-01-05 @ 09:48:52, 2020-01-05 , 09:48:52
MAIN ST; GREEN LANE; 2020-01-05 @ 09:48:42,18054,Fire: VEHICLE ACCIDENT,MAIN ST, GREEN LANE, 2020-01-05 @ 09:48:42, 2020-01-05 , 09:48:42
HIGHLAND AVE & GHOST RD;  ABINGTON; 2020-01-05 @ 09:47:53,19038,EMS: FALL VICTIM,HIGHLAND AVE & GHOST RD,  ABINGTON, 2020-01-05 @ 09:47:53, 2020-01-05 , 09:47:53
W MAIN ST & WATER ST; NORRISTOWN; 2020-01-05 @ 09:50:17,19401,Traffic: VEHICLE ACCIDENT,W MAIN ST & WATER ST, NORRISTOWN, 2020-01-05 @ 09:50:17, 2020-01-05 , 09:50:17
SCHOOL HOUSE LN & SILVER AVE;  UPPER MORELAND; 2020-01-05 @ 09:53:08,19090,EMS: FALL VICTIM,SCHOOL HOUSE LN & SILVER AVE,  UPPER MORELAND, 2020-01-05 @ 09:53:08, 2020-01-05 , 09:53:08
BARKER RD & GREENWOOD AVE;  CHELTENHAM; 2020-01-05 @ 10:08:03,19095,EMS: DIABETIC EMERGENCY,BARKER RD & GREENWOOD AVE,  CHELTENHAM, 2020-01-05 @ 10:08:03, 2020-01-05 , 10:08:03
WHITE BIRCH LN & TIMBER RD;  HORSHAM; 2020-01-05 @ 10:15:34,19044,EMS: FALL VICTIM,WHITE BIRCH LN & TIMBER RD,  HORSHAM, 2020-01-05 @ 10:15:34, 2020-01-05 , 10:15:34
LANCASTER AVE & BOOTH LN;  LOWER MERION; 2020-01-05 @ 10:11:33,19041,EMS: HEAD INJURY,LANCASTER AVE & BOOTH LN,  LOWER MERION, 2020-01-05 @ 10:11:33, 2020-01-05 , 10:11:33
JOHNSON RD & GAWAIN RD;  PLYMOUTH; 2020-01-05 @ 10:11:07,19462,EMS: NAUSEA/VOMITING,JOHNSON RD & GAWAIN RD,  PLYMOUTH, 2020-01-05 @ 10:11:07, 2020-01-05 , 10:11:07
ATHENS AVE & ST PAULS RD;  LOWER MERION; 2020-01-05 @ 10:20:55,19003,EMS: SUBJECT IN PAIN,ATHENS AVE & ST PAULS RD,  LOWER MERION, 2020-01-05 @ 10:20:55, 2020-01-05 , 10:20:55
MAIN ST AND OLD SUMNEYTOWN PIKE;  LOWER SALFORD; 2020-01-05 @ 10:19:30,19438,EMS: RESPIRATORY EMERGENCY,MAIN ST & OLD SUMNEYTOWN PIKE,  LOWER SALFORD, 2020-01-05 @ 10:19:30, 2020-01-05 , 10:19:30
LIMEKILN PIKE;  CHELTENHAM; 2020-01-05 @ 10:26:11,NA,EMS: VEHICLE ACCIDENT,LIMEKILN PIKE,  CHELTENHAM, 2020-01-05 @ 10:26:11, 2020-01-05 , 10:26:11
LIMEKILN PIKE & GREENWOOD AVE; CHELTENHAM; 2020-01-05 @ 10:27:12,19095,Traffic: VEHICLE ACCIDENT,LIMEKILN PIKE & GREENWOOD AVE, CHELTENHAM, 2020-01-05 @ 10:27:12, 2020-01-05 , 10:27:12
PLEASANT AVE & QUEEN ST;  SPRINGFIELD; 2020-01-05 @ 10:33:23,19038,EMS: GENERAL WEAKNESS,PLEASANT AVE & QUEEN ST,  SPRINGFIELD, 2020-01-05 @ 10:33:23, 2020-01-05 , 10:33:23
PLEASANT AVE & QUEEN ST; SPRINGFIELD; 2020-01-05 @ 10:39:22,19038,Fire: FIRE INVESTIGATION,PLEASANT AVE & QUEEN ST, SPRINGFIELD, 2020-01-05 @ 10:39:22, 2020-01-05 , 10:39:22
HIGHLAND AVE & GHOST RD;  ABINGTON; 2020-01-05 @ 10:36:21,19038,EMS: FALL VICTIM,HIGHLAND AVE & GHOST RD,  ABINGTON, 2020-01-05 @ 10:36:21, 2020-01-05 , 10:36:21
MARKET ST;  UPPER MERION; 2020-01-05 @ 10:38:06,19406,EMS: VEHICLE ACCIDENT,MARKET ST,  UPPER MERION, 2020-01-05 @ 10:38:06, 2020-01-05 , 10:38:06
MARKET ST & E SWEDESFORD RD; UPPER MERION; 2020-01-05 @ 10:36:49,19406,Traffic: VEHICLE ACCIDENT,MARKET ST & E SWEDESFORD RD, UPPER MERION, 2020-01-05 @ 10:36:49, 2020-01-05 , 10:36:49
RED OAK RD & COUNTRY CLUB DR;  SPRINGFIELD; 2020-01-05 @ 10:42:56,19075,EMS: FALL VICTIM,RED OAK RD & COUNTRY CLUB DR,  SPRINGFIELD, 2020-01-05 @ 10:42:56, 2020-01-05 , 10:42:56
BETHLEHEM PIKE & DEKALB PIKE; MONTGOMERY; 2020-01-05 @ 10:45:37,19454,Traffic: VEHICLE ACCIDENT,BETHLEHEM PIKE & DEKALB PIKE, MONTGOMERY, 2020-01-05 @ 10:45:37, 2020-01-05 , 10:45:37
ITHAN AVE & DERRING LN;  LOWER MERION; 2020-01-05 @ 10:46:40,19010,EMS: SUBJECT IN PAIN,ITHAN AVE & DERRING LN,  LOWER MERION, 2020-01-05 @ 10:46:40, 2020-01-05 , 10:46:40
OLD YORK RD & WYNCOTE RD;  ABINGTON; 2020-01-05 @ 10:59:10,19046,EMS: UNKNOWN MEDICAL EMERGENCY,OLD YORK RD & WYNCOTE RD,  ABINGTON, 2020-01-05 @ 10:59:10, 2020-01-05 , 10:59:10
ST CLAIR ST & CHERRY LN;  POTTSTOWN; 2020-01-05 @ 11:13:02,19464,EMS: GENERAL WEAKNESS,ST CLAIR ST & CHERRY LN,  POTTSTOWN, 2020-01-05 @ 11:13:02, 2020-01-05 , 11:13:02
MARSHALL ST & N MONTGOMERY AVE;  WEST NORRITON; 2020-01-05 @ 11:13:36,19403,EMS: UNRESPONSIVE SUBJECT,MARSHALL ST & N MONTGOMERY AVE,  WEST NORRITON, 2020-01-05 @ 11:13:36, 2020-01-05 , 11:13:36
OLD DOUGLASS DR & MARYS LN;  BERKS COUNTY; 2020-01-05 @ 11:16:58,19518,EMS: RESPIRATORY EMERGENCY,OLD DOUGLASS DR & MARYS LN,  BERKS COUNTY, 2020-01-05 @ 11:16:58, 2020-01-05 , 11:16:58
BUSH ST & E 7TH ST;  BRIDGEPORT; 2020-01-05 @ 11:25:02,19405,EMS: UNCONSCIOUS SUBJECT,BUSH ST & E 7TH ST,  BRIDGEPORT, 2020-01-05 @ 11:25:02, 2020-01-05 , 11:25:02
MARSHALL ST & CHESTNUT ALY;  NORRISTOWN; 2020-01-05 @ 11:30:08,19401,EMS: UNKNOWN MEDICAL EMERGENCY,MARSHALL ST & CHESTNUT ALY,  NORRISTOWN, 2020-01-05 @ 11:30:08, 2020-01-05 , 11:30:08
SHAW DR & TRESSLER DR;  UPPER DUBLIN; 2020-01-05 @ 11:29:27,19034,EMS: GENERAL WEAKNESS,SHAW DR & TRESSLER DR,  UPPER DUBLIN, 2020-01-05 @ 11:29:27, 2020-01-05 , 11:29:27
WALDEN CT & LAKESIDE DR;  LIMERICK; 2020-01-05 @ 11:28:06,19468,EMS: UNCONSCIOUS SUBJECT,WALDEN CT & LAKESIDE DR,  LIMERICK, 2020-01-05 @ 11:28:06, 2020-01-05 , 11:28:06
SWEDE ST;  NORRISTOWN; 2020-01-05 @ 11:30:08,19401,EMS: UNKNOWN MEDICAL EMERGENCY,SWEDE ST,  NORRISTOWN, 2020-01-05 @ 11:30:08, 2020-01-05 , 11:30:08
WALDEN CT & LAKESIDE DR;  LIMERICK; 2020-01-05 @ 11:28:06,19468,EMS: UNCONSCIOUS SUBJECT,WALDEN CT & LAKESIDE DR,  LIMERICK, 2020-01-05 @ 11:28:06, 2020-01-05 , 11:28:06
BUSH ST & E 7TH ST; BRIDGEPORT; 2020-01-05 @ 11:32:42,19405,Fire: FIRE SPECIAL SERVICE,BUSH ST & E 7TH ST, BRIDGEPORT, 2020-01-05 @ 11:32:42, 2020-01-05 , 11:32:42
KERRY DR & CROSS RD;  UPPER POTTSGROVE; 2020-01-05 @ 11:35:40,NA,EMS: ABDOMINAL PAINS,KERRY DR & CROSS RD,  UPPER POTTSGROVE, 2020-01-05 @ 11:35:40, 2020-01-05 , 11:35:40
CALDER WAY & BERMAN CT;  UPPER PROVIDENCE; 2020-01-05 @ 11:31:53,19460,EMS: UNRESPONSIVE SUBJECT,CALDER WAY & BERMAN CT,  UPPER PROVIDENCE, 2020-01-05 @ 11:31:53, 2020-01-05 , 11:31:53
SWEDE ST & W AIRY ST;  NORRISTOWN; 2020-01-05 @ 11:30:08,19401,EMS: UNKNOWN MEDICAL EMERGENCY,SWEDE ST & W AIRY ST,  NORRISTOWN, 2020-01-05 @ 11:30:08, 2020-01-05 , 11:30:08
WALDEN CT & LAKESIDE DR; LIMERICK; 2020-01-05 @ 11:37:49,19468,Fire: CARDIAC ARREST,WALDEN CT & LAKESIDE DR, LIMERICK, 2020-01-05 @ 11:37:49, 2020-01-05 , 11:37:49
